weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
26.302,alive,airbag,none,1,f,21,2001,2000,deploy,driver,1,3
26.302,dead,airbag,belted,0,f,56,2001,1997,deploy,driver,1,4
775.05,alive,airbag,belted,0,m,17,2001,1999,nodeploy,driver,0,0
0,alive,airbag,belted,1,m,24,2001,2001,deploy,driver,1,0
5.12,alive,airbag,belted,1,f,72,2001,1998,deploy,driver,1,3
10.031,alive,airbag,belted,0,f,33,2001,1999,deploy,driver,1,3
16.326,alive,airbag,belted,1,f,26,2001,2001,deploy,pass,1,3
10.452,alive,airbag,belted,0,m,42,2001,1995,nodeploy,driver,0,1
106.764,alive,none,belted,0,m,62,2001,1992,unavail,driver,0,2
106.764,alive,airbag,none,1,m,51,2001,1995,deploy,driver,1,2
29.552,alive,airbag,belted,0,f,24,2001,1999,nodeploy,pass,0,3
29.552,alive,airbag,belted,1,m,16,2001,1995,deploy,driver,1,3
458.24,alive,none,belted,0,m,23,2001,1988,unavail,driver,0,2
458.24,alive,none,belted,0,m,24,2001,1988,unavail,pass,0,2
3.984,alive,airbag,none,1,f,39,2001,1998,deploy,driver,1,3
3.984,alive,airbag,belted,1,m,85,2001,1998,deploy,driver,1,3
8.276,alive,none,belted,1,f,58,2001,1987,unavail,driver,0,3
27.28,alive,airbag,belted,1,m,31,2001,2000,nodeploy,driver,0,1
95.665,alive,none,belted,0,f,22,2001,1988,unavail,pass,0,1
6.319,alive,none,belted,0,m,57,2001,1989,unavail,driver,0,3
6.319,alive,none,belted,0,f,50,2001,1989,unavail,pass,0,2
952.009,alive,airbag,belted,1,f,36,2001,1993,nodeploy,pass,0,0
5.187,alive,none,none,1,m,42,2001,1985,unavail,driver,0,3
20.125,alive,none,belted,1,f,21,2001,1989,unavail,driver,0,0
294.748,alive,airbag,none,1,f,21,2001,2001,deploy,driver,1,1
119.299,alive,airbag,belted,0,f,47,2001,1994,nodeploy,driver,0,3
119.299,alive,none,belted,1,m,33,2001,1994,unavail,driver,0,1
207.714,alive,none,belted,0,m,26,2001,1987,unavail,driver,0,0
14.938,alive,airbag,belted,1,f,24,2001,1994,deploy,driver,1,2
14.938,alive,airbag,belted,1,m,29,2001,1994,deploy,pass,1,2
20.022,alive,none,belted,0,f,49,2001,1984,unavail,driver,0,3
20.022,alive,airbag,belted,1,f,46,2001,1998,nodeploy,driver,0,0
102.007,alive,airbag,none,1,m,22,2001,1992,deploy,driver,1,2
24.868,alive,airbag,belted,1,m,27,2001,2001,deploy,driver,1,0
5.187,alive,airbag,none,1,f,36,2001,1996,deploy,driver,1,3
59.985,alive,none,belted,1,m,19,2001,1990,unavail,driver,0,0
123.149,alive,airbag,belted,1,m,19,2001,1998,deploy,driver,1,0
123.149,alive,airbag,belted,1,f,19,2001,1998,deploy,pass,1,1
123.149,alive,none,belted,0,m,36,2001,1985,unavail,driver,0,2
17.081,alive,airbag,belted,0,m,26,2001,1999,nodeploy,driver,0,1
5.187,alive,none,belted,1,m,41,2001,1990,unavail,driver,0,3
714.725,alive,airbag,belted,0,m,42,2001,2000,nodeploy,driver,0,0
14.593,alive,airbag,belted,1,m,41,2001,1989,deploy,driver,1,0
6.397,alive,airbag,belted,1,f,47,2001,1990,deploy,driver,1,3
6.397,alive,none,belted,0,f,20,2001,1987,unavail,driver,0,1
607.316,alive,airbag,belted,1,m,33,2001,1991,nodeploy,driver,0,0
103.849,alive,airbag,belted,0,m,29,2001,2000,nodeploy,driver,0,0
103.849,alive,airbag,belted,0,m,40,2001,1999,nodeploy,driver,0,0
70.676,alive,airbag,belted,0,m,19,2002,2000,nodeploy,pass,0,3
27.751,alive,airbag,belted,1,m,24,2002,1997,deploy,driver,1,1
27.751,alive,airbag,belted,1,f,21,2002,1997,deploy,pass,1,1
27.751,alive,airbag,belted,0,m,49,2002,1997,nodeploy,driver,0,0
74.175,alive,none,belted,0,m,57,2002,1993,unavail,driver,0,2
302.386,alive,none,belted,0,m,50,2002,1994,unavail,driver,0,2
302.386,alive,none,belted,1,m,39,2002,1987,unavail,driver,0,1
69.662,alive,none,belted,1,f,37,2002,1993,unavail,driver,0,3
144.212,alive,airbag,belted,0,f,43,2002,1999,nodeploy,driver,0,1
299.311,alive,none,belted,1,m,17,2002,1983,unavail,pass,0,3
68.848,alive,airbag,belted,0,f,41,2002,2001,nodeploy,driver,0,1
68.848,alive,airbag,belted,1,m,23,2002,2001,deploy,driver,1,1
320.292,alive,airbag,belted,1,m,65,2002,2001,deploy,driver,1,1
320.292,alive,airbag,belted,1,m,70,2002,2001,deploy,pass,1,2
80.61,alive,airbag,belted,1,m,37,2002,1995,deploy,pass,1,1
56.793,alive,none,belted,1,f,21,2002,1991,unavail,driver,0,3
367.552,alive,none,belted,1,m,18,2002,1992,unavail,driver,0,5
462.543,alive,airbag,belted,1,f,54,2002,1994,nodeploy,driver,0,1
144.942,alive,airbag,none,0,f,21,2002,2002,nodeploy,driver,0,1
81.483,alive,none,belted,1,m,37,2002,1993,unavail,driver,0,0
81.483,alive,airbag,belted,0,m,37,2002,2002,nodeploy,driver,0,1
81.483,alive,airbag,belted,0,m,35,2002,2002,nodeploy,pass,0,1
197.252,alive,none,belted,1,m,19,2002,1987,unavail,pass,0,0
668.813,alive,none,belted,1,f,19,2002,1988,unavail,driver,0,0
82.522,alive,none,belted,1,m,19,2002,1991,unavail,driver,0,3
82.522,alive,none,belted,1,f,47,2002,1984,unavail,driver,0,2
317.8,alive,airbag,belted,1,m,51,2002,2000,deploy,driver,1,1
317.8,alive,airbag,belted,1,f,34,2002,1995,deploy,driver,1,1
772.325,alive,airbag,belted,1,f,17,2002,1991,deploy,driver,1,2
772.325,alive,none,belted,1,m,28,2002,1988,unavail,driver,0,0
772.325,alive,none,belted,1,f,31,2002,1988,unavail,pass,0,0
36.791,alive,none,belted,1,f,25,2002,1988,unavail,driver,0,2
36.791,alive,none,none,1,m,24,2002,1988,unavail,pass,0,3
101.217,alive,airbag,belted,1,f,40,2002,1997,nodeploy,driver,0,3
39.194,dead,none,none,0,f,48,2002,1987,unavail,driver,0,4
145.873,alive,airbag,belted,1,f,37,2002,1998,deploy,driver,1,1
145.873,alive,airbag,belted,1,m,42,2002,1999,deploy,driver,1,1
152.658,alive,airbag,belted,0,m,32,2002,1996,nodeploy,driver,0,1
152.658,alive,airbag,belted,0,f,30,2002,1996,nodeploy,pass,0,0
517.611,alive,airbag,belted,0,m,32,2002,1996,deploy,driver,1,0
75.981,alive,none,belted,1,f,40,2002,1994,unavail,driver,0,0
515.814,alive,none,belted,1,f,44,2002,1986,unavail,driver,0,1
37.809,dead,airbag,belted,0,m,44,2002,1996,deploy,driver,1,4
35.845,alive,airbag,belted,1,f,27,2002,1996,deploy,driver,1,1
35.845,alive,none,belted,1,f,26,2002,1996,unavail,pass,0,1
70.705,alive,airbag,belted,1,f,17,2002,1998,deploy,driver,1,2
70.705,alive,airbag,belted,1,m,18,2002,1998,deploy,pass,1,3
824.148,alive,none,none,1,f,46,2002,1989,unavail,driver,0,1
39.194,alive,airbag,belted,1,f,31,2002,1994,deploy,driver,1,1
39.194,alive,airbag,belted,0,m,45,2002,1998,deploy,driver,1,3
39.194,alive,airbag,belted,0,m,43,2002,1998,deploy,pass,1,1
39.194,alive,none,belted,1,m,19,2002,1991,unavail,driver,0,1
160.804,alive,none,belted,1,f,45,2002,1991,unavail,driver,0,1
278.589,alive,airbag,belted,0,m,68,2002,1998,nodeploy,driver,0,0
115.81,alive,none,none,1,m,41,2002,1987,unavail,driver,0,3
767.668,alive,airbag,belted,1,f,43,2002,2000,nodeploy,driver,0,1
34.984,alive,airbag,none,0,f,22,2002,1994,nodeploy,driver,0,3
407.778,alive,airbag,belted,1,f,18,2002,1996,nodeploy,driver,0,0
1382.635,alive,airbag,none,1,f,17,2002,1996,nodeploy,driver,0,0
124.816,alive,none,belted,0,f,32,2002,1991,unavail,driver,0,1
423.208,alive,airbag,belted,1,f,19,2002,1995,nodeploy,driver,0,0
34.988,alive,none,belted,1,f,56,2002,1994,unavail,driver,0,1
34.988,alive,airbag,none,1,m,61,2002,1999,deploy,driver,1,3
336.298,alive,airbag,belted,0,f,39,2002,2002,nodeploy,driver,0,1
336.298,alive,airbag,belted,1,f,62,2002,1991,deploy,driver,1,1
1410.416,alive,airbag,belted,1,m,16,2002,2001,deploy,pass,1,0
39.194,alive,airbag,belted,0,f,20,2002,1997,nodeploy,driver,0,3
36.791,alive,airbag,belted,1,f,27,2002,1994,deploy,driver,1,2
189.772,alive,airbag,belted,1,m,67,2002,2001,deploy,pass,1,1
31.353,alive,airbag,belted,1,m,89,2002,1999,deploy,driver,1,1
131.491,alive,airbag,belted,1,m,17,2002,2001,nodeploy,driver,0,0
34.988,alive,airbag,none,1,m,25,2002,1997,deploy,driver,1,3
381.818,alive,airbag,belted,0,f,21,2002,1995,nodeploy,driver,0,2
1294.613,alive,airbag,belted,1,m,25,2002,1994,nodeploy,driver,0,0
336.743,alive,airbag,belted,0,m,58,2002,2001,nodeploy,driver,0,0
336.743,alive,airbag,belted,0,f,57,2002,2001,nodeploy,pass,0,1
41.535,alive,airbag,belted,1,f,53,2002,1992,deploy,pass,1,1
41.535,alive,none,belted,1,f,28,2002,1992,unavail,driver,0,3
41.535,alive,none,none,0,m,44,2002,1989,unavail,driver,0,3
18.488,alive,airbag,none,1,f,54,2002,1994,deploy,driver,1,3
84.482,alive,none,none,1,m,33,2002,1988,unavail,driver,0,3
74.175,alive,airbag,belted,1,f,45,2002,2001,deploy,driver,1,3
106.384,alive,airbag,belted,1,f,55,2002,1999,nodeploy,pass,0,1
257.534,alive,airbag,belted,0,f,18,2002,1997,deploy,driver,1,1
1100.107,alive,none,belted,1,m,66,2002,1987,unavail,driver,0,0
152.483,alive,none,belted,1,f,24,2002,1989,unavail,driver,0,1
192.59,alive,airbag,belted,1,m,26,2002,2001,nodeploy,driver,0,3
292.555,alive,airbag,belted,1,f,47,2002,2001,nodeploy,driver,0,1
711.154,alive,none,belted,0,m,49,2002,1988,unavail,driver,0,1
192.807,alive,airbag,none,1,m,32,2002,1992,nodeploy,driver,0,1
192.807,alive,airbag,none,1,m,39,2002,1992,nodeploy,pass,0,1
192.807,alive,airbag,belted,0,m,25,2002,1996,nodeploy,driver,0,1
485.113,alive,airbag,belted,0,m,65,2002,1994,deploy,driver,1,1
436.28,alive,airbag,belted,1,f,43,2002,1999,deploy,driver,1,1
328.084,alive,airbag,belted,1,f,47,2002,1997,deploy,driver,1,1
122.413,alive,airbag,belted,0,m,20,2002,1991,nodeploy,driver,0,2
316.295,alive,none,belted,1,f,38,2002,1989,unavail,driver,0,0
88.465,alive,airbag,belted,1,m,23,2002,1999,deploy,driver,1,1
204.901,alive,none,belted,0,f,32,2002,1990,unavail,driver,0,1
204.901,alive,none,belted,0,m,41,2002,1990,unavail,pass,0,1
382.767,alive,none,none,1,m,86,2002,1988,unavail,driver,0,1
263.91,alive,airbag,belted,1,f,16,2002,1994,deploy,pass,1,1
185.211,alive,airbag,belted,1,f,50,2002,2002,deploy,driver,1,1
140.475,alive,none,none,0,m,42,2002,1992,unavail,driver,0,0
63.495,alive,none,belted,0,m,48,2002,1992,unavail,driver,0,1
73.015,alive,airbag,belted,1,m,57,2002,2001,deploy,driver,1,1
1090.071,alive,none,belted,0,m,19,2002,1990,unavail,driver,0,0
18.481,alive,airbag,none,0,m,80,2002,1993,nodeploy,pass,0,2
901.168,alive,none,none,1,m,38,2002,1986,unavail,driver,0,0
901.168,alive,airbag,none,0,f,18,2002,2000,deploy,driver,1,0
8.885,alive,airbag,belted,0,m,34,2002,1995,deploy,driver,1,3
754.753,alive,airbag,belted,1,f,65,2002,1995,nodeploy,driver,0,0
754.753,alive,airbag,belted,0,f,62,2002,2000,nodeploy,pass,0,0
27.079,alive,airbag,belted,1,f,60,2002,2000,deploy,driver,1,0
27.079,alive,airbag,belted,1,m,62,2002,2000,deploy,pass,1,0
24.712,alive,airbag,belted,1,f,53,2002,2000,nodeploy,driver,0,3
22.335,alive,airbag,none,1,m,30,2002,1999,deploy,driver,1,1
33.703,alive,airbag,belted,0,f,23,2002,2001,nodeploy,driver,0,3
33.703,alive,airbag,belted,0,m,24,2002,2001,nodeploy,pass,0,3
4926.848,alive,none,belted,0,f,31,2002,1981,unavail,driver,0,0
166.503,alive,none,belted,1,f,38,2002,1994,unavail,driver,0,1
1163.365,alive,airbag,belted,0,m,37,2002,1997,nodeploy,driver,0,1
1163.365,alive,airbag,belted,0,f,75,2002,1997,nodeploy,pass,0,1
1163.365,alive,airbag,belted,1,f,18,2002,1994,deploy,driver,1,0
8.885,alive,airbag,belted,1,f,80,2002,1995,deploy,driver,1,3
8.885,alive,airbag,belted,1,m,26,2002,1997,deploy,driver,1,0
1571.876,alive,airbag,belted,1,m,28,2002,1998,nodeploy,driver,0,0
21.723,alive,airbag,belted,0,m,78,2002,2000,nodeploy,pass,0,3
21.723,alive,none,belted,1,m,27,2002,1988,unavail,driver,0,2
393.975,alive,airbag,none,1,m,20,2002,1996,deploy,pass,1,1
1335.832,alive,none,belted,0,f,17,2002,1994,unavail,driver,0,1
343.462,alive,airbag,belted,1,f,64,2002,1999,deploy,pass,1,1
18.171,alive,airbag,belted,0,m,29,2002,1999,deploy,pass,1,3
18.171,alive,airbag,belted,1,m,41,2002,1999,deploy,driver,1,2
130.056,alive,airbag,belted,1,f,26,2002,2001,nodeploy,driver,0,0
10.838,alive,airbag,belted,1,f,83,2002,1994,deploy,driver,1,3
1134.811,alive,airbag,belted,1,f,20,2002,2001,nodeploy,driver,0,2
186.216,alive,airbag,belted,1,m,38,2002,1996,deploy,driver,1,0
631.395,alive,airbag,belted,0,f,18,2002,1991,nodeploy,driver,0,0
1721.52,alive,airbag,belted,1,f,75,2002,2002,deploy,pass,1,1
127.622,alive,airbag,belted,0,f,18,2002,1997,nodeploy,driver,0,1
3096.434,alive,none,belted,1,f,76,2002,1987,unavail,driver,0,2
8.885,alive,airbag,none,1,m,35,2002,1989,deploy,driver,1,3
3418.242,alive,none,none,0,m,25,2002,1990,unavail,driver,0,0
23.031,alive,none,belted,0,f,26,2002,1991,unavail,driver,0,3
85.186,alive,airbag,belted,1,m,82,2002,1991,deploy,driver,1,1
85.186,alive,none,belted,1,f,90,2002,1991,unavail,pass,0,3
14.958,alive,none,belted,1,m,27,2002,1992,unavail,driver,0,2
75.412,alive,airbag,none,0,m,40,2002,2002,nodeploy,driver,0,1
211.956,alive,airbag,belted,1,m,28,2002,2001,nodeploy,driver,0,1
24.497,alive,none,belted,0,m,41,2002,1993,unavail,driver,0,0
24.497,alive,airbag,belted,1,f,57,2002,2002,deploy,pass,1,0
285.545,alive,airbag,belted,1,f,30,2002,1995,deploy,driver,1,1
494.7,alive,airbag,belted,1,m,31,2002,2001,nodeploy,driver,0,0
1334.46,alive,airbag,belted,0,m,67,2002,1998,nodeploy,driver,0,0
1334.46,alive,airbag,belted,0,f,68,2002,1998,nodeploy,pass,0,1
9.54,alive,none,belted,0,f,26,2002,1992,unavail,driver,0,2
299.879,alive,none,belted,1,f,16,2002,1994,unavail,pass,0,1
1016.787,alive,none,belted,1,m,59,2002,1985,unavail,driver,0,1
95.355,alive,airbag,belted,0,f,74,2002,2001,nodeploy,driver,0,1
95.355,alive,airbag,belted,1,m,75,2002,1998,deploy,driver,1,1
18.171,dead,airbag,none,1,f,22,2002,2001,deploy,driver,1,4
194.509,alive,airbag,belted,1,f,37,2002,1996,deploy,driver,1,0
18.481,alive,airbag,belted,1,f,18,2002,2000,deploy,driver,1,1
18.481,alive,airbag,none,0,f,77,2002,2000,deploy,pass,1,3
15.958,alive,airbag,belted,1,f,36,2002,1994,deploy,driver,1,2
15.958,alive,none,none,1,f,26,2002,1988,unavail,pass,0,3
14.602,alive,airbag,belted,1,f,19,2002,2002,deploy,driver,1,1
14.602,alive,airbag,belted,1,f,17,2002,2002,deploy,pass,1,1
199.951,alive,none,none,1,m,23,2002,1994,unavail,driver,0,3
222.946,alive,airbag,none,1,m,22,2002,1997,nodeploy,driver,0,3
4936.948,alive,none,belted,0,f,17,2002,1994,unavail,driver,0,2
1237.634,alive,airbag,belted,1,f,33,2002,2000,deploy,driver,1,0
1237.634,alive,airbag,belted,0,m,60,2002,1999,deploy,driver,1,0
19.503,alive,airbag,none,1,f,23,2002,1999,deploy,pass,1,3
2548.476,alive,none,belted,1,f,17,2002,1993,unavail,driver,0,1
290.784,alive,none,belted,1,f,45,2002,1993,unavail,driver,0,0
195.194,alive,airbag,belted,0,f,36,2002,2001,deploy,driver,1,1
511.99,alive,airbag,belted,1,m,22,2002,1999,deploy,driver,1,0
591.351,alive,airbag,belted,1,m,32,2002,1994,deploy,driver,1,1
382.918,alive,none,belted,1,f,38,2002,1990,unavail,driver,0,0
1256.386,alive,airbag,belted,0,f,84,2002,1992,nodeploy,driver,0,0
1256.386,alive,none,belted,1,m,35,2002,1987,unavail,driver,0,0
814.373,alive,none,none,1,m,63,2002,1991,unavail,driver,0,3
1864.422,alive,airbag,belted,1,m,20,2002,1997,deploy,driver,1,0
419.668,alive,none,belted,1,m,31,2002,1982,unavail,driver,0,2
419.668,alive,none,belted,1,f,22,2002,1982,unavail,pass,0,2
419.668,alive,airbag,belted,0,m,25,2002,2000,nodeploy,driver,0,0
42.454,alive,none,none,1,m,24,2002,1990,unavail,driver,0,3
2722.375,alive,airbag,belted,1,f,60,2002,1994,deploy,driver,1,1
803.978,alive,airbag,belted,1,f,51,2002,2001,deploy,driver,1,2
803.978,alive,airbag,belted,0,f,38,2002,1995,deploy,driver,1,2
655.738,alive,airbag,belted,1,m,19,2002,1995,deploy,driver,1,1
658.296,alive,airbag,belted,1,f,26,2002,2002,deploy,driver,1,1
834.891,alive,none,belted,0,m,52,2002,1989,unavail,driver,0,1
834.891,alive,none,belted,0,f,18,2002,1989,unavail,pass,0,2
143.888,alive,none,none,1,m,41,2002,1989,unavail,driver,0,1
472.11,alive,none,belted,0,f,20,2002,1987,unavail,driver,0,0
472.11,alive,airbag,belted,0,m,54,2002,1994,nodeploy,driver,0,0
472.11,alive,airbag,belted,0,m,16,2002,1994,nodeploy,pass,0,0
93.42,alive,airbag,none,1,m,54,2002,2002,deploy,driver,1,3
480.692,alive,airbag,belted,1,m,40,2002,1997,deploy,driver,1,1
1577.192,alive,airbag,belted,0,f,27,2002,1992,nodeploy,driver,0,0
225.285,alive,airbag,belted,1,f,49,2002,2000,deploy,driver,1,2
622.846,alive,airbag,belted,1,m,60,2002,1999,deploy,driver,1,0
1362.528,alive,airbag,belted,1,f,79,2002,1993,deploy,driver,1,2
126.512,alive,none,none,1,m,40,2002,1986,unavail,driver,0,0
126.512,alive,none,none,1,f,35,2002,1986,unavail,pass,0,3
162.173,alive,airbag,belted,1,f,55,2002,2002,deploy,driver,1,1
598.096,alive,airbag,none,1,f,23,2002,2001,nodeploy,driver,0,0
5164.994,alive,airbag,none,0,m,19,2002,1998,nodeploy,driver,0,1
1358.831,alive,airbag,none,1,m,41,2002,1998,deploy,driver,1,2
1048.534,alive,airbag,belted,1,f,40,2002,2000,nodeploy,driver,0,0
1048.534,alive,airbag,belted,0,f,40,2002,1998,nodeploy,driver,0,2
370.452,alive,airbag,none,0,f,60,2002,2000,deploy,driver,1,2
1024.188,alive,airbag,belted,1,f,23,2002,2000,deploy,driver,1,0
314.908,alive,airbag,belted,1,f,40,2002,2002,nodeploy,driver,0,1
172.362,alive,airbag,none,1,m,35,2002,1994,deploy,driver,1,3
848.302,alive,airbag,belted,1,f,24,2002,1995,nodeploy,driver,0,0
198.75,alive,airbag,belted,1,m,17,2002,1995,deploy,driver,1,1
12.038,alive,airbag,none,1,m,41,2002,1997,deploy,driver,1,3
12.038,dead,airbag,none,1,m,47,2002,1997,deploy,pass,1,3
12.038,alive,airbag,none,0,m,54,2002,1996,nodeploy,driver,0,3
95.951,alive,airbag,none,1,m,51,2002,1996,deploy,driver,1,1
13.295,alive,none,none,1,m,22,2002,1987,unavail,driver,0,2
13.295,alive,none,none,1,m,24,2002,1987,unavail,pass,0,3
43.916,alive,airbag,none,1,f,38,2002,2001,deploy,driver,1,1
44.78,alive,none,belted,1,m,79,2002,1993,unavail,driver,0,5
215.889,alive,airbag,none,0,m,18,2002,1994,nodeploy,driver,0,0
139.283,alive,airbag,belted,1,f,19,2002,1995,deploy,pass,1,1
469.955,alive,airbag,none,1,f,20,2002,1994,deploy,pass,1,1
12.038,alive,airbag,none,1,m,29,2002,1991,deploy,driver,1,5
12.038,alive,none,none,1,f,25,2002,1991,unavail,pass,0,5
41.273,alive,airbag,none,1,f,53,2002,2002,deploy,driver,1,3
21.435,alive,airbag,none,1,m,23,2002,1999,deploy,driver,1,1
21.435,alive,airbag,none,1,m,30,2002,1999,deploy,pass,1,1
50.19,alive,airbag,none,0,m,18,2002,2001,nodeploy,driver,0,1
90.185,alive,airbag,none,0,f,44,2002,1999,nodeploy,driver,0,1
121.486,alive,none,none,1,m,59,2002,1994,unavail,driver,0,1
257.674,alive,none,belted,1,f,39,2002,1993,unavail,driver,0,1
86.264,alive,airbag,none,1,m,18,2002,1999,deploy,driver,1,0
86.264,alive,airbag,none,1,f,42,2002,1995,deploy,driver,1,5
182.366,alive,airbag,none,1,f,43,2002,2000,deploy,driver,1,0
104.462,alive,airbag,none,1,m,58,2002,1995,deploy,driver,1,1
147.243,alive,airbag,belted,1,m,69,2002,1999,nodeploy,driver,0,0
73.194,alive,airbag,belted,0,m,53,2002,2000,nodeploy,driver,0,2
106.784,alive,airbag,none,0,f,22,2002,1995,nodeploy,driver,0,1
92.856,alive,airbag,none,1,m,44,2002,1997,deploy,driver,1,1
111.359,alive,airbag,none,1,f,43,2002,2000,deploy,driver,1,5
111.359,alive,airbag,none,1,f,46,2002,2000,deploy,pass,1,5
60.123,alive,airbag,none,1,m,42,2002,1999,deploy,driver,1,1
56.464,alive,airbag,belted,1,f,58,2002,2000,deploy,driver,1,1
83.57,alive,airbag,none,1,m,23,2002,1992,nodeploy,driver,0,1
83.57,alive,airbag,none,1,m,34,2002,1992,nodeploy,pass,0,1
68.488,alive,airbag,none,1,m,23,2002,2000,deploy,driver,1,1
68.488,alive,airbag,none,1,f,22,2002,2000,deploy,pass,1,2
134.64,alive,airbag,belted,0,f,81,2002,1997,nodeploy,driver,0,5
14.686,alive,airbag,none,1,f,60,2002,1996,deploy,driver,1,3
70.802,alive,airbag,belted,1,m,74,2002,1995,deploy,driver,1,5
123.034,alive,airbag,belted,1,m,45,2002,1992,deploy,driver,1,1
48.749,alive,airbag,none,1,m,25,2002,2000,deploy,driver,1,0
56.986,alive,airbag,belted,1,f,55,2002,1999,deploy,driver,1,1
82.796,alive,airbag,none,1,f,66,2002,1998,deploy,driver,1,5
82.796,alive,airbag,none,1,f,37,2002,1997,deploy,driver,1,1
136.188,alive,airbag,belted,1,f,43,2002,1996,nodeploy,driver,0,1
21.743,dead,airbag,none,0,m,20,2002,1995,deploy,driver,1,4
21.743,dead,none,none,0,m,20,2002,1995,unavail,pass,0,4
127.932,alive,airbag,belted,1,f,22,2002,1992,deploy,pass,1,0
1609.743,alive,airbag,belted,1,m,36,2002,1999,deploy,driver,1,0
1609.743,alive,airbag,belted,1,f,35,2002,1999,deploy,pass,1,0
451.25,dead,airbag,none,0,m,44,2002,1992,deploy,driver,1,4
114.78,alive,airbag,none,1,m,35,2002,1995,deploy,driver,1,3
281.072,alive,airbag,belted,1,m,46,2002,1999,nodeploy,driver,0,0
546.494,alive,airbag,belted,0,m,36,2002,1994,nodeploy,driver,0,0
228.468,alive,none,belted,1,m,18,2002,1993,unavail,driver,0,1
356.53,alive,airbag,none,1,m,29,2002,2001,deploy,driver,1,2
985.698,alive,airbag,belted,1,m,32,2002,2000,deploy,driver,1,1
187.216,alive,airbag,belted,1,f,41,2002,1995,deploy,driver,1,0
418.24,alive,airbag,belted,0,m,50,2002,1997,deploy,driver,1,1
274.741,alive,airbag,belted,1,f,43,2002,1998,deploy,driver,1,1
274.741,alive,none,none,1,f,18,2002,1992,unavail,driver,0,0
274.741,alive,airbag,belted,1,f,27,2002,1994,deploy,driver,1,0
537.966,alive,none,belted,0,f,36,2002,1987,unavail,pass,0,1
665.763,alive,airbag,none,0,m,28,2002,1999,nodeploy,driver,0,0
308.878,alive,none,belted,0,m,48,2002,1989,unavail,driver,0,0
690.034,alive,none,belted,0,m,23,2002,1989,unavail,driver,0,1
2264.058,alive,none,belted,0,f,19,2002,1992,unavail,pass,0,0
139.331,alive,none,belted,0,f,85,2002,1992,unavail,driver,0,1
139.331,alive,airbag,belted,1,m,22,2002,1995,deploy,driver,1,1
139.331,alive,airbag,belted,1,f,41,2002,1997,deploy,driver,1,1
372.44,alive,airbag,none,0,m,76,2002,2001,nodeploy,driver,0,1
458.396,alive,airbag,belted,1,m,35,2002,1995,nodeploy,driver,0,0
458.396,alive,airbag,belted,1,f,37,2002,1995,nodeploy,driver,0,0
1343.144,alive,none,belted,0,f,26,2002,1984,unavail,driver,0,1
1343.144,alive,airbag,none,1,m,20,2002,1993,deploy,driver,1,2
98.784,alive,airbag,belted,1,m,54,2002,2001,nodeploy,driver,0,3
521.44,alive,airbag,belted,1,f,48,2002,1992,deploy,driver,1,1
338.274,alive,none,none,0,f,34,2002,1991,unavail,driver,0,1
755.704,alive,airbag,none,1,f,21,2002,1995,nodeploy,driver,0,0
755.704,alive,airbag,belted,1,f,23,2002,1997,deploy,driver,1,1
182.437,alive,airbag,belted,0,f,62,2002,2001,nodeploy,driver,0,1
182.437,alive,airbag,belted,1,m,65,2002,1992,nodeploy,driver,0,0
182.437,alive,airbag,belted,0,m,55,2002,2001,nodeploy,driver,0,1
407.564,alive,airbag,none,0,f,60,2002,1997,deploy,driver,1,0
407.564,alive,airbag,none,0,f,52,2002,1997,deploy,pass,1,1
480.083,alive,airbag,none,1,f,38,2002,1994,deploy,driver,1,3
480.083,alive,airbag,belted,0,f,68,2002,1995,nodeploy,driver,0,1
2669.964,alive,airbag,belted,1,f,24,2002,1995,deploy,driver,1,2
405.946,alive,airbag,none,0,m,27,2002,1998,deploy,pass,1,1
95.507,alive,none,none,1,f,39,2002,1985,unavail,driver,0,3
2108.891,alive,airbag,belted,1,m,30,2002,1997,deploy,driver,1,2
2108.891,alive,airbag,belted,1,f,29,2002,1997,deploy,pass,1,2
177.271,alive,airbag,belted,0,m,48,2002,2000,nodeploy,driver,0,1
396.024,alive,airbag,belted,0,f,19,2002,1991,nodeploy,driver,0,1
98.784,alive,airbag,none,1,m,27,2002,1993,deploy,driver,1,1
98.784,alive,none,none,1,f,54,2002,1992,unavail,driver,0,3
576.746,alive,airbag,belted,0,m,31,2002,2001,nodeploy,driver,0,1
576.746,alive,airbag,belted,1,f,22,2002,2000,deploy,driver,1,1
576.746,alive,airbag,belted,0,f,21,2002,1999,nodeploy,driver,0,1
1288.45,alive,airbag,belted,1,f,17,2002,1996,deploy,pass,1,2
95.507,alive,airbag,none,1,m,21,2002,1995,deploy,driver,1,2
218.169,alive,none,none,0,f,27,2002,1992,unavail,driver,0,3
4155.62,alive,airbag,belted,0,m,35,2002,1997,nodeploy,driver,0,0
372.44,alive,airbag,belted,1,m,32,2002,2000,deploy,driver,1,0
372.44,alive,airbag,belted,1,f,36,2002,2000,deploy,pass,1,0
617.784,alive,none,belted,0,f,25,2002,1978,unavail,driver,0,1
764.542,alive,airbag,belted,1,f,25,2002,2002,deploy,pass,1,0
2027,alive,airbag,belted,1,f,17,2002,1994,deploy,driver,1,0
174.628,alive,none,none,0,f,56,2002,1988,unavail,driver,0,3
1246.088,alive,airbag,belted,1,m,51,2002,1999,deploy,driver,1,2
